Frame Number,Timecode,adaptive_ratio (w=2),content_val,delta_edges,delta_hue,delta_lum,delta_sat
121,00:00:04.002,1.6784252973568583,6.076697633266977,10.478955351218126,6.700184851644706,5.345791070243625,6.184116977912598
122,00:00:04.035,0.8875001294118864,3.724555250102695,10.412479855910513,2.4797137169399943,4.8612427718267135,3.8327092615413783
123,00:00:04.069,0.8245230107061972,3.494991626378488,11.131623850601953,2.159327898378993,4.701440894871552,3.624206085884918
124,00:00:04.102,1.013402219413273,3.627421240559927,11.500260688216892,2.4248980946061236,4.755237463266661,3.702128163806996
125,00:00:04.135,0.9994475722563735,3.526542800265428,9.69937908806522,2.270997250924258,4.716631908237748,3.5919992416342783
126,00:00:04.169,1.0095189080356148,3.571705058931336,11.325007109678642,2.523319745947483,4.595222295952223,3.5965731348943026
127,00:00:04.202,0.9624078871241776,3.419850222769931,10.055929471987866,2.1849701393497014,4.546781685467817,3.527798843492274
128,00:00:04.235,1.0038238777954698,3.5782933611400765,9.82024362498815,2.493696084936961,4.651530950801024,3.5896530476822446
129,00:00:04.269,0.9829064519527956,3.537183619300407,10.726727651910133,2.3735425158782824,4.713977628211205,3.5240307138117357
130,00:00:04.302,1.0357178110858365,3.729911208013398,9.814200398142004,2.5822352829652098,4.850933737795052,3.756564603279932
131,00:00:04.335,1.020558370193579,3.666737763453092,10.895938003602238,2.492582235282965,4.777395961702531,3.7302350933737793
132,00:00:04.369,1.0049104247374971,3.6229105444433913,9.638946819603754,2.515309508010238,4.743056213859133,3.6103659114608018
133,00:00:04.402,0.9726853987388847,3.4814911366006256,10.71464119821784,2.2295478244383355,4.732533889468196,3.4823916958953456
134,00:00:04.435,0.2241076567484171,3.542689670426897,9.620817139065315,2.3856763674281924,4.677030998198881,3.5653616456536166
135,00:00:04.469,0.22473069265089826,3.484690491989762,10.472912124371978,2.318679495686795,4.581050336524789,3.5543416437577022
136,00:00:04.502,17.395080580745198,52.64283344392834,73.61858943975733,50.20312351881695,62.21018579960186,45.5151910133662
137,00:00:04.535,0.15347205167800507,2.3572771510727715,11.409612285524695,1.2518011185894398,3.2831311024741683,2.5368992321547066
138,00:00:04.569,0.18083426951468828,2.7205659304199448,12.328182766138971,1.922646696369324,3.4312968053843966,2.8077542895061143
139,00:00:04.602,1.0186487825561583,2.590514108762284,13.089629348753437,1.682955730400986,3.420774480993459,2.6678121148924068
140,00:00:04.635,0.9976698780721822,2.5874806458748068,10.219096596833824,1.609512750023699,3.4286899232154706,2.72423926438525
141,00:00:04.669,0.9622232766710277,2.507030682213164,11.729903308370462,1.4399469143994692,3.452128163806996,2.6290169684330267
142,00:00:04.702,0.9522670116003068,2.5559847694884192,11.234358706986445,1.4741207697412078,3.5218741112901695,2.67195942743388
143,00:00:04.736,0.9931182033045174,2.687845609378456,12.708906057446203,1.6932173665750307,3.592378424495213,2.7779410370651245
144,00:00:04.769,1.0809852182572661,2.95406357632635,12.334225992985116,2.1948051948051948,3.6111242771826713,3.056261256991184
145,00:00:04.802,0.9903771631188883,2.808804942016621,13.422006825291497,1.933074225045028,3.6186842354725566,2.874656365532278
146,00:00:04.836,0.9913851331818276,2.878369197712263,12.90833254336904,2.070930893923595,3.630865484880083,2.933311214333112
147,00:00:04.869,0.9707984896191869,2.8241065503839224,13.718124940752679,1.8500331785003319,3.675419471039909,2.946867001611527
148,00:00:04.902,0.8531496950650929,3.0265506999083645,11.518390368755332,2.3073040098587545,3.71779315574936,3.054554934116978
149,00:00:04.936,0.8120916045950468,2.922496603153537,12.146885960754574,2.0796520997250925,3.6689733624040195,3.0188643473315007
150,00:00:04.969,1.8853407555097612,5.565037760293234,14.002156602521566,6.319580054981515,4.3292729168641575,6.046260309034031
151,00:00:05.002,0.8351577049899129,2.9792160394350176,11.494217461370747,2.1520286283060006,3.7044269599014124,3.0811925300976397
152,00:00:05.036,0.7999512665216372,2.8787009827155816,11.887027206370272,1.949236894492369,3.683974784339748,3.002891269314627
153,00:00:05.069,0.9851954578938231,2.9027632950990614,12.297966631908238,2.0210920466394917,3.71404872499763,2.9731491136600625
154,00:00:05.102,1.0099868236459721,2.947364679116504,10.85363541567921,2.1065977817802635,3.723054317944829,3.0124419376244194
155,00:00:05.136,1.01998460279191,2.9802508926596523,12.056237558062376,2.1131623850601953,3.7478907953360507,3.0796994975827094
156,00:00:05.169,0.991943732638515,2.911168515183114,13.651649445445067,1.884633614560622,3.8146269788605554,3.0342449521281636
157,00:00:05.202,0.9950558018774789,2.926138338547098,13.814816570291024,1.9330979239738364,3.815172054223149,3.0301450374443073
158,00:00:05.236,0.9748493932695522,2.885494675640661,13.458266186368377,1.88645843207887,3.7756185420418995,2.9944070528012134
159,00:00:05.269,1.0094504276528835,2.985796442000822,11.735946535216609,2.0854346383543465,3.8032751919613235,3.068679495686795
160,00:00:05.302,1.020461499405422,3.0166524473093816,12.878116409138308,2.1646127595032705,3.823277087875628,3.0620674945492463
161,00:00:05.336,1.0028946776579557,3.0030887603880303,10.87176509621765,2.1179969665371123,3.8087259455872595,3.0825433690397195
162,00:00:05.369,0.9801256026222763,2.9502796473599395,11.560692956678357,2.0346715328467155,3.8099819888141058,3.0061854204189973
163,00:00:05.402,1.0037780313212887,3.024954972035264,12.896246089676747,2.121101526211015,3.864276234714191,3.089487155180586
164,00:00:05.436,0.9840235197039797,2.9957183935286125,11.318963882832495,2.119608493696085,3.841809650203811,3.0257370366859417
165,00:00:05.469,1.0260164925338557,3.1051916453376305,13.289055834676272,2.2775855531329983,3.8617641482604985,3.176225234619395
166,00:00:05.503,1.0259313656540414,3.096999715612854,12.859986728599868,2.2898378993269506,3.84811356526685,3.1530476822447624
167,00:00:05.536,0.9736511887402688,2.988142635952855,11.947459474831737,2.0739406578822637,3.8103611716750403,3.080126078301261
168,00:00:05.569,0.9731218127248349,2.985828040572566,11.11953739690966,2.0279173381363162,3.8057872784150155,3.1237795051663664
169,00:00:05.603,1.016583967877502,3.088009921951528,13.22258033936866,2.278746800644611,3.828561948999905,3.156721016210067
170,00:00:05.636,1.011924853695235,3.1000410781432683,12.400701488292729,2.2052801213385154,3.8638022561380225,3.231040856953266
171,00:00:05.669,0.9948151984484549,3.076523841122381,12.207318229216039,2.092947198786615,3.93978102189781,3.1968433026827188
172,00:00:05.703,1.0023234766813636,3.1036749138938924,11.826594937908807,2.233932126267893,3.8839937434827947,3.1930988719309887
173,00:00:05.736,0.9995908803510989,3.0785066514993518,12.950635131292065,2.216774101810598,3.8961275950327043,3.122618257654754
174,00:00:05.769,1.0325633077729226,3.1308496855942116,11.34918001706323,2.29389041615319,3.87342402123424,3.2252346193952035
175,00:00:05.803,0.9783494837560106,3.0080181375801813,12.34631244667741,2.1334249691913927,3.813726419565836,3.076903023983316
176,00:00:05.836,0.9413217676293154,2.9382563908111354,11.887027206370272,1.940728979050147,3.865176794008911,3.008863399374348
177,00:00:05.869,1.0290272082911662,3.150725187221538,12.074367238600816,2.3083941605839415,3.94487629159162,3.198905109489051
178,00:00:05.903,1.0402375208663162,3.1960691376749772,11.657384586216702,2.362569911839985,3.9594037349511804,3.2662337662337664
179,00:00:05.936,0.8015567733354133,3.10504945176478,12.340269219831264,2.203218314532183,3.929993364299934,3.181936676462224
180,00:00:05.969,0.7994883379091524,3.095735772743072,13.851075931367902,2.126860365911461,3.9643568110721397,3.1959901412456158
181,00:00:06.003,1.9624595867135137,6.052564224097071,13.693952033368092,6.98172812588871,4.703621196321926,6.4723433500805765
182,00:00:06.036,0.8249325056451005,3.1349022024204505,12.624300881600151,2.1571949947862357,4.013745378708882,3.2337662337662336
183,00:00:06.069,0.7879177551174905,3.0010032546528898,12.968764811830505,1.9848563844914209,3.9303962460896766,3.0877571333775715
184,00:00:06.103,0.8770297883934247,3.0514661737289472,13.107759029291875,2.127144753057162,3.9283581382121526,3.0988956299175276
185,00:00:06.136,0.7485311792602709,2.9961765728189085,12.85394350175372,1.943004076215755,3.9162716845198595,3.129253957721111
186,00:00:06.170,0.8392485600587718,4.7851929092805,12.436960849369608,4.169755427054697,4.659209403734951,5.5266138970518535
187,00:00:06.203,0.6129727321399822,5.173302366733023,13.748341074983411,4.432695042184093,5.514645938003603,5.572566120011375
188,00:00:06.236,1.1332009027531502,11.586090308718047,26.384728410275855,13.06529054886719,10.417859512750024,11.275120864536923
189,00:00:06.270,1.1975500999756286,14.391316712484596,32.790548867191205,17.514693335861217,15.014764432647643,10.644492368944924
190,00:00:06.303,1.2863622874027527,16.547050273327645,26.63854393781401,18.87626789269125,19.17046639491895,11.594416532372737
191,00:00:06.336,1.1349595856105459,14.762750023698928,34.676035643188925,13.71435681107214,18.5844629822732,11.989430277751445
192,00:00:06.370,0.8153701655415779,10.713622144279078,33.6728599867286,8.019978196985496,15.182339558251966,8.938548677599773
193,00:00:06.403,0.8922147046108507,10.377176351628906,13.476395866906817,7.32190255000474,14.778699402786994,9.030927102094985
194,00:00:06.436,1.0337162121940224,10.871346415142035,12.334225992985116,7.68738743008816,14.402858090814295,10.523793724523651
195,00:00:06.470,0.944993315666175,10.175506367112208,12.600127974215566,5.837733434448763,14.180585837520145,10.508199829367713
196,00:00:06.503,0.9695493853643317,10.800739406578822,10.901981230448383,6.369845482984169,14.032609726040382,11.999763010711916
197,00:00:06.536,1.0002245623140706,11.021968907005403,9.693335861219072,6.01737131481657,14.218954403260973,12.829581002938667
198,00:00:06.570,1.1562696182079637,12.491010206338672,11.62716845198597,6.597900274907574,16.320172528201724,14.554957815906722
199,00:00:06.603,0.9442754194638394,10.610721395392929,10.291615318987581,5.448502227699308,14.703929282396436,11.679732676083042
200,00:00:06.636,0.965552601716089,10.777980535279804,10.980543179448288,5.724855436534269,14.587401649445445,12.021684519859702
201,00:00:06.670,0.9911150401451481,10.656610421208962,11.29479097544791,5.328609346857522,14.660346952317756,11.980874964451607
202,00:00:06.703,1.0100168177049063,10.89165639713085,10.424566309602806,5.71689259645464,14.709190444591904,12.248886150346005
203,00:00:06.736,0.9858971701780666,10.728212784782128,9.228007394065788,5.30332258981894,14.882548108825482,11.998767655701963
204,00:00:06.770,1.0105196068052766,10.971750876860368,9.512039055834677,5.893425917148545,14.755664043985211,12.266162669447342
205,00:00:06.803,1.0130231016095657,11.006683097923974,11.179969665371125,5.816617688880463,15.004218409327898,12.19921319556356
206,00:00:06.836,0.9836894395932043,10.803583278035832,11.397525831832402,5.660441748032989,14.735685846999715,12.014622239074793
207,00:00:06.870,0.9977861726972331,10.957191834929063,11.016802540525168,5.658664328372358,14.906436629064366,12.30647454735046
208,00:00:06.903,0.9447146205268513,10.995244414952444,10.720684425063988,5.88660062565172,14.715281069295667,12.383851549909943
209,00:00:06.937,0.9523426810561049,11.120501153347869,9.898805573988056,5.839676746611053,15.048819793345341,12.473006920087212
210,00:00:06.970,1.232847324386666,13.673499857806426,9.34887193098872,10.675632761399184,15.187624419376244,15.157242392643852
211,00:00:07.003,0.944777146944131,11.082045691534743,9.457650014219357,5.703810787752394,15.295146459380035,12.247179827471799
212,00:00:07.037,0.9534556768310419,11.166176888804626,9.149445445065883,5.671793534932221,15.308939235946536,12.517797895535121
213,00:00:07.070,0.9849327539235383,10.959016652447309,9.687292634372927,5.724594748317376,14.992416342781306,12.160038866243246
214,00:00:07.103,0.9993944364402083,11.130517900590894,9.403260972604038,5.917527727746706,15.153450564034506,12.320575409991468
215,00:00:07.137,1.0024676316820422,11.127918918064902,9.379088065219452,5.856289695705754,15.029931747085032,12.497535311403924
216,00:00:07.170,1.0198527987949457,11.29593642367365,9.85650298606503,5.957199734571997,15.328396056498246,12.602213479950706
217,00:00:07.203,0.9907455986268832,11.016636648023509,9.270309981988815,5.767276519101337,15.08043416437577,12.20219926059342
218,00:00:07.237,0.9955809890540881,11.029110184219675,8.599511802066546,5.612498815053559,15.154659209403736,12.320172528201725
219,00:00:07.270,0.9990838890279828,11.025199860966284,8.26109109868234,5.7818276613897055,14.906318134420324,12.387453787088823
220,00:00:07.303,0.987834263550485,10.974484153316268,8.702246658451038,5.620200966916295,15.01199165797706,12.291259835055456
221,00:00:07.337,1.000841744857465,11.12100673049578,9.318655796757987,5.982249502322495,15.018366669826523,12.362404019338326
222,00:00:07.370,1.0165379054267947,11.263247701203907,9.228007394065788,6.126599677694569,14.989785761683573,12.673357664233576
223,00:00:07.403,1.008588590792173,11.18368249755111,10.666295383448668,5.734761588776188,15.115271589724145,12.701014314153
224,00:00:07.437,0.9941627685104255,11.040856953265711,10.158664328372357,5.789861598255759,15.007417764717035,12.325291496824343
225,00:00:07.470,0.9867584257471311,10.928682023572534,9.143402218219736,5.753720731822922,14.828182766138971,12.204142572755712
226,00:00:07.503,1.0029607946182497,11.04712137011407,8.714333112143331,5.802019148734477,14.7829415110437,12.556403450564034
227,00:00:07.537,1.0006568435175134,11.02968685815401,9.651033273296047,5.954142572755711,14.805905773059058,12.329012228647265
228,00:00:07.570,0.9990818580794528,11.058812841659558,8.9439757322969,5.976869845482984,14.86202483647739,12.337543843018295
229,00:00:07.603,1.0012654870121682,11.055171106265997,9.076926722912125,5.925277277467059,14.717603564318892,12.522632477012039
230,00:00:07.637,1.0110195843400531,11.143923594653522,11.004716086832875,5.743269504218409,14.969333586121907,12.719167693620248
231,00:00:07.670,0.9879908918823314,10.932371156823711,9.463693241065505,5.899682434353967,14.645985401459853,12.251445634657314
